;Kingdom;Phylum;Class;Order;Family;Genus
ASV_10019;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV_10020;Bacteria;NA;NA;NA;NA;NA
ASV_10021;Bacteria;NA;NA;NA;NA;NA
ASV_10022;Bacteria;Verrucomicrobiota;Lentisphaeria;SS1-B-02-17;NA;NA
ASV_10023;Bacteria;NA;NA;NA;NA;NA
ASV_10024;Bacteria;NA;NA;NA;NA;NA
ASV_10025;Bacteria;NA;NA;NA;NA;NA
ASV_10026;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10027;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10028;Bacteria;NA;NA;NA;NA;NA
ASV_10029;Bacteria;NA;NA;NA;NA;NA
ASV_10030;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10031;Bacteria;NA;NA;NA;NA;NA
ASV_10032;Bacteria;Patescibacteria;Parcubacteria;Candidatus Kaiserbacteria;NA;NA
ASV_10033;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10034;Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira
ASV_10035;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;NA;NA
ASV_10036;Bacteria;NA;NA;NA;NA;NA
ASV_10037;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10038;Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira
ASV_10039;Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta
ASV_10040;Bacteria;Nitrospinota;Nitrospinia;Nitrospinales;Nitrospinaceae;NA
ASV_10041;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV_10042;Bacteria;Acidobacteriota;Holophagae;Acanthopleuribacterales;Acanthopleuribacteraceae;Acanthopleuribacter
ASV_10043;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Pseudofulvibacter
ASV_10044;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;NA;NA
ASV_10045;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;NA
ASV_10046;Bacteria;NA;NA;NA;NA;NA
ASV_10047;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1
ASV_10048;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10
ASV_10049;Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;NA
ASV_10050;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Aquibacter
ASV_10051;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10052;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV_10053;Bacteria;NA;NA;NA;NA;NA
ASV_10054;Bacteria;MBNT15;NA;NA;NA;NA
ASV_10055;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10056;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10057;Bacteria;NA;NA;NA;NA;NA
ASV_10058;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10059;Bacteria;NA;NA;NA;NA;NA
ASV_10060;Bacteria;Dadabacteria;Dadabacteriia;Dadabacteriales;NA;NA
ASV_10061;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10062;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10063;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10064;Bacteria;NA;NA;NA;NA;NA
ASV_10065;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10066;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10067;Bacteria;Planctomycetota;BD7-11;NA;NA;NA
ASV_10068;NA;NA;NA;NA;NA;NA
ASV_10069;NA;NA;NA;NA;NA;NA
ASV_10070;Bacteria;NA;NA;NA;NA;NA
ASV_10071;NA;NA;NA;NA;NA;NA
ASV_10072;NA;NA;NA;NA;NA;NA
ASV_10073;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV_10074;Bacteria;Patescibacteria;Parcubacteria;NA;NA;NA
ASV_10075;Bacteria;NA;NA;NA;NA;NA
ASV_10076;NA;NA;NA;NA;NA;NA
ASV_10077;NA;NA;NA;NA;NA;NA
ASV_10078;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV_10079;Bacteria;Proteobacteria;Alphaproteobacteria;Elsterales;Elsteraceae;Lacibacterium
ASV_10080;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_10081;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Verruc-01
ASV_10082;Bacteria;NA;NA;NA;NA;NA
ASV_10083;NA;NA;NA;NA;NA;NA
ASV_10084;Bacteria;NA;NA;NA;NA;NA
ASV_10085;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_10086;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10087;Bacteria;NA;NA;NA;NA;NA
ASV_10088;Bacteria;NA;NA;NA;NA;NA
ASV_10089;Bacteria;NA;NA;NA;NA;NA
ASV_10090;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;NA;NA
ASV_10091;Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus
ASV_10092;Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides
ASV_10093;Bacteria;NA;NA;NA;NA;NA
ASV_10094;Bacteria;NA;NA;NA;NA;NA
ASV_10095;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10096;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10097;Bacteria;NA;NA;NA;NA;NA
ASV_10098;Bacteria;NA;NA;NA;NA;NA
ASV_10099;Bacteria;NA;NA;NA;NA;NA
ASV_10100;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Aestuariimonas
ASV_10101;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV_10102;Eukaryota;NA;NA;NA;NA;NA
ASV_10103;Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;NA
ASV_10104;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Crocinitomix
ASV_10105;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Cellvibrionaceae;Agarilytica
ASV_10106;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10107;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Lentimonas
ASV_10108;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_10109;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10110;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV_10111;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Reichenbachiella
ASV_10112;Bacteria;NA;NA;NA;NA;NA
ASV_10113;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Taibaiella
ASV_10114;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10115;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV_10116;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;NA;NA
ASV_10117;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV_10118;Bacteria;Proteobacteria;Gammaproteobacteria;MBMPE27;NA;NA
ASV_10119;Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;NA;NA
ASV_10120;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10121;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10122;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Lentimonas
ASV_10123;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10124;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV_10125;NA;NA;NA;NA;NA;NA
ASV_10126;Bacteria;Proteobacteria;Alphaproteobacteria;Holosporales;Holosporaceae;NA
ASV_10127;Eukaryota;NA;NA;NA;NA;NA
ASV_10128;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10129;Eukaryota;NA;NA;NA;NA;NA
ASV_10130;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_10131;Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfosarcinaceae;SEEP-SRB1
ASV_10132;Bacteria;Verrucomicrobiota;Kiritimatiellae;WCHB1-41;NA;NA
ASV_10133;Bacteria;NA;NA;NA;NA;NA
ASV_10134;Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;NA
ASV_10135;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10136;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10137;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10138;Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA
ASV_10139;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;NA
ASV_10140;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Stappiaceae;Pseudovibrio
ASV_10141;Bacteria;Planctomycetota;028H05-P-BN-P5;NA;NA;NA
ASV_10142;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Kordia
ASV_10143;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA
ASV_10144;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;OM182 clade;NA
ASV_10145;Bacteria;NA;NA;NA;NA;NA
ASV_10146;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10147;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Edaphobaculum
ASV_10148;Bacteria;Planctomycetota;Pla4 lineage;NA;NA;NA
ASV_10149;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;AEGEAN-169 marine group;NA
ASV_10150;Bacteria;NA;NA;NA;NA;NA
ASV_10151;NA;NA;NA;NA;NA;NA
ASV_10152;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_10153;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA
ASV_10154;NA;NA;NA;NA;NA;NA
ASV_10155;Bacteria;NA;NA;NA;NA;NA
ASV_10156;Bacteria;Patescibacteria;Parcubacteria;NA;NA;NA
ASV_10157;Bacteria;NA;NA;NA;NA;NA
ASV_10158;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV_10159;Bacteria;NA;NA;NA;NA;NA
ASV_10160;NA;NA;NA;NA;NA;NA
ASV_10161;Bacteria;NA;NA;NA;NA;NA
ASV_10162;Bacteria;NA;NA;NA;NA;NA
ASV_10163;Bacteria;NA;NA;NA;NA;NA
ASV_10164;NA;NA;NA;NA;NA;NA
ASV_10165;NA;NA;NA;NA;NA;NA
ASV_10166;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10167;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10168;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10169;Bacteria;Poribacteria;NA;NA;NA;NA
ASV_10170;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV_10171;Bacteria;Proteobacteria;Alphaproteobacteria;AT-s3-44;NA;NA
ASV_10172;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA
ASV_10173;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;LD29
ASV_10174;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10175;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula
ASV_10176;Bacteria;NA;NA;NA;NA;NA
ASV_10177;Bacteria;Bacteroidota;Rhodothermia;Rhodothermales;Rhodothermaceae;NA
ASV_10178;Bacteria;Proteobacteria;Gammaproteobacteria;Francisellales;Francisellaceae;[Caedibacter] taeniospiralis group
ASV_10179;Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;NA
ASV_10180;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Amoebophilaceae;NA
ASV_10181;Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales;Hydrogenedensaceae;NA
ASV_10182;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10183;Bacteria;NA;NA;NA;NA;NA
ASV_10184;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;KI89A clade;NA
ASV_10185;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;NA
ASV_10186;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Spongiibacteraceae;BD1-7 clade
ASV_10187;Bacteria;Chloroflexi;Anaerolineae;Ardenticatenales;NA;NA
ASV_10188;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV_10189;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10190;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10191;Bacteria;Proteobacteria;Gammaproteobacteria;Francisellales;Francisellaceae;[Caedibacter] taeniospiralis group
ASV_10192;NA;NA;NA;NA;NA;NA
ASV_10193;Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;NA;NA
ASV_10194;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10195;Bacteria;NA;NA;NA;NA;NA
ASV_10196;Bacteria;NA;NA;NA;NA;NA
ASV_10197;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10198;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10199;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Amoebophilaceae;NA
ASV_10200;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10201;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10202;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10203;Bacteria;Marinimicrobia (SAR406 clade);NA;NA;NA;NA
ASV_10204;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10205;Bacteria;NA;NA;NA;NA;NA
ASV_10206;Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Xenococcaceae;Pleurocapsa PCC-7319
ASV_10207;Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella
ASV_10208;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10209;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_10210;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;NA
ASV_10211;Eukaryota;NA;NA;NA;NA;NA
ASV_10212;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Rubritalea
ASV_10213;Bacteria;NA;NA;NA;NA;NA
ASV_10214;Bacteria;NA;NA;NA;NA;NA
ASV_10215;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV_10216;Bacteria;NA;NA;NA;NA;NA
ASV_10217;Bacteria;NA;NA;NA;NA;NA
ASV_10218;Bacteria;Planctomycetota;Pla3 lineage;NA;NA;NA
ASV_10219;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Bythopirellula
ASV_10220;Bacteria;Planctomycetota;Pla4 lineage;NA;NA;NA
ASV_10221;NA;NA;NA;NA;NA;NA
ASV_10222;Bacteria;NA;NA;NA;NA;NA
ASV_10223;Bacteria;NA;NA;NA;NA;NA
ASV_10224;Bacteria;Proteobacteria;Gammaproteobacteria;EC3;NA;NA
ASV_10225;Bacteria;Myxococcota;bacteriap25;NA;NA;NA
ASV_10226;Bacteria;NB1-j;NA;NA;NA;NA
ASV_10227;Bacteria;NA;NA;NA;NA;NA
ASV_10228;Bacteria;NA;NA;NA;NA;NA
ASV_10229;Bacteria;NA;NA;NA;NA;NA
ASV_10230;Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;SM1A02
ASV_10231;Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;NA
ASV_10232;Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus Omnitrophus
ASV_10233;Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;NA
ASV_10234;Bacteria;NA;NA;NA;NA;NA
ASV_10235;Bacteria;NA;NA;NA;NA;NA
ASV_10236;Bacteria;NA;NA;NA;NA;NA
ASV_10237;Bacteria;NA;NA;NA;NA;NA
ASV_10238;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10239;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10240;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV_10241;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10242;Bacteria;NA;NA;NA;NA;NA
ASV_10243;NA;NA;NA;NA;NA;NA
ASV_10244;Bacteria;NA;NA;NA;NA;NA
ASV_10245;NA;NA;NA;NA;NA;NA
ASV_10246;Bacteria;NA;NA;NA;NA;NA
ASV_10247;Bacteria;NA;NA;NA;NA;NA
ASV_10248;Bacteria;NA;NA;NA;NA;NA
ASV_10249;Bacteria;NA;NA;NA;NA;NA
ASV_10250;NA;NA;NA;NA;NA;NA
ASV_10251;Bacteria;NA;NA;NA;NA;NA
ASV_10252;Bacteria;NA;NA;NA;NA;NA
ASV_10253;Bacteria;NA;NA;NA;NA;NA
ASV_10254;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;P13-46;NA
ASV_10255;NA;NA;NA;NA;NA;NA
ASV_10256;NA;NA;NA;NA;NA;NA
ASV_10257;Bacteria;NA;NA;NA;NA;NA
ASV_10258;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10259;Bacteria;NA;NA;NA;NA;NA
ASV_10260;Bacteria;NA;NA;NA;NA;NA
ASV_10261;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV_10262;Bacteria;NA;NA;NA;NA;NA
ASV_10263;Bacteria;NA;NA;NA;NA;NA
ASV_10264;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV_10265;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10266;Bacteria;NA;NA;NA;NA;NA
ASV_10267;Bacteria;NA;NA;NA;NA;NA
ASV_10268;Bacteria;NA;NA;NA;NA;NA
ASV_10269;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10270;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10271;Bacteria;NA;NA;NA;NA;NA
ASV_10272;Bacteria;NA;NA;NA;NA;NA
ASV_10273;NA;NA;NA;NA;NA;NA
ASV_10274;Bacteria;NA;NA;NA;NA;NA
ASV_10275;Bacteria;NA;NA;NA;NA;NA
ASV_10276;Bacteria;NA;NA;NA;NA;NA
ASV_10277;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10278;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10279;Bacteria;NA;NA;NA;NA;NA
ASV_10280;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV_10281;NA;NA;NA;NA;NA;NA
ASV_10282;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV_10283;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Endozoicomonadaceae;Endozoicomonas
ASV_10284;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10285;Bacteria;Myxococcota;Polyangia;NA;NA;NA
ASV_10286;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10287;Bacteria;NA;NA;NA;NA;NA
ASV_10288;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10289;Bacteria;NA;NA;NA;NA;NA
ASV_10290;Bacteria;NA;NA;NA;NA;NA
ASV_10291;Bacteria;NA;NA;NA;NA;NA
ASV_10292;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV_10293;Bacteria;NA;NA;NA;NA;NA
ASV_10294;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV_10295;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10296;Bacteria;NA;NA;NA;NA;NA
ASV_10297;Bacteria;NA;NA;NA;NA;NA
ASV_10298;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10299;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10300;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9 marine group;NA
ASV_10301;Bacteria;NA;NA;NA;NA;NA
ASV_10302;Bacteria;NA;NA;NA;NA;NA
ASV_10303;Bacteria;NA;NA;NA;NA;NA
ASV_10304;NA;NA;NA;NA;NA;NA
ASV_10305;Bacteria;Acidobacteriota;Subgroup 26;NA;NA;NA
ASV_10306;Eukaryota;NA;NA;NA;NA;NA
ASV_10307;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV_10308;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_10309;Bacteria;Planctomycetota;NA;NA;NA;NA
ASV_10310;Bacteria;Planctomycetota;BD7-11;NA;NA;NA
ASV_10311;Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium
ASV_10312;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV_10313;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae NK4A136 group
ASV_10314;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;Vicingus
ASV_10315;Bacteria;Bacteroidota;Kapabacteria;Kapabacteriales;NA;NA
ASV_10316;Bacteria;Gemmatimonadota;Longimicrobia;Longimicrobiales;Longimicrobiaceae;NA
ASV_10317;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;NA
ASV_10318;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV_10319;Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;NA
ASV_10320;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Chitinibacteraceae;Formivibrio
ASV_10321;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Rubritalea
ASV_10322;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;NA
ASV_10323;Bacteria;Calditrichota;Calditrichia;Calditrichales;Calditrichaceae;Calorithrix
ASV_10324;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA
ASV_10325;NA;NA;NA;NA;NA;NA
ASV_10326;Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira
ASV_10327;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus
ASV_10328;Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales;Arctic95B-14;NA
ASV_10329;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Gramella
ASV_10330;Bacteria;Planctomycetota;Phycisphaerae;CCM11a;NA;NA
ASV_10331;Bacteria;Proteobacteria;Gammaproteobacteria;Francisellales;Francisellaceae;NA
ASV_10332;Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Lentimicrobiaceae;NA
ASV_10333;Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;P3OB-42
ASV_10334;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10335;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV_10336;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;Draconibacterium
ASV_10337;Bacteria;Proteobacteria;Gammaproteobacteria;JTB23;NA;NA
ASV_10338;Bacteria;FCPU426;NA;NA;NA;NA
ASV_10339;Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae;Haliangium
ASV_10340;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Amoebophilaceae;NA
ASV_10341;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;NA;NA
ASV_10342;Bacteria;NA;NA;NA;NA;NA
ASV_10343;Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio
ASV_10344;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
ASV_10345;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;NA
ASV_10346;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula
ASV_10347;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SM2D12;NA
ASV_10348;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10349;Bacteria;Proteobacteria;Gammaproteobacteria;UBA10353 marine group;NA;NA
ASV_10350;Bacteria;Acidobacteriota;Subgroup 26;NA;NA;NA
ASV_10351;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_10352;Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales;NA;NA
ASV_10353;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;LD29
ASV_10354;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes BD2-2;NA
ASV_10355;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA
ASV_10356;Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales;Solimonadaceae;Solimonas
