row id;Exact mass;m/z;rt;Metaboscape annotation;Putative annotation;Metaboanalyst name (#_mz_rt);VIP_class;VIP_zone_demospongiae;VIP_zone_Hexactinellida;CSI:FingerIDScore;molecularFormulaSIRIUS;nameSIRIUS;linksSIRIUS
1339;1371.89054;686.95254;1294.48;;;1339_686.95254_1294.48;0.81283;0.80197;0.27741;;;;
1379;1283.83553;642.92504;1301.09;;;1379_642.92504_1301.09;0.81222;0.18372;0.59337;;;;
1660;189.09727;190.10454;70.07;;;1660_190.10454_70.07;0.81;1.8775;2.0838;-235.4335788;C6H9B2N4O2;null;PubChem:(88873584 124001213)
1602;218.97449;219.98234;61.58;;;1602_219.98234_61.58;0.79736;0.11984;0.45591;-89.35906753;C2F3N3O6;1,1,2-Trifluorotrinitroethane;PubChem:(140647)
1175;583.87795;584.88523;1213.69;;;1175_584.88523_1213.69;0.79535;0.13489;0.67338;;;;
889;277.23841;278.24568;850.9;;;889_278.24568_850.9;0.79286;0.78244;0.050125;;;;
2176;190.16912;191.17639;1126.32;;;2176_191.17639_1126.32;0.79098;0.26136;2.448;-166.0739981;C9H22N2O2;null;PubChem:(130198826)
1656;159.08942;160.0967;69.12;;;1656_160.0967_69.12;0.78568;2.1251;2.0393;;;;
1615;234.15557;235.16304;67.96;;Unidentified C10H22N2O4 ?;1615_235.16304_67.96;0.78195;0.27226;3.4346;-129.3750485;C10H22N2O4;null;PubChem:(79281983)
1664;184.08127;185.08854;71.26;;;1664_185.08854_71.26;0.76701;0.62501;2.8868;-361.072592;C8H11BFO3;[(2S,3S,4R,5R)-3-ethynyl-3-fluoro-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-methylboron;PubChem:(59844424)
1641;191.11142;192.1187;69.84;;;1641_192.1187_69.84;0.76679;1.5083;0.51376;;;;
1809;157.95288;158.96016;204.21;;;1809_158.96016_204.21;0.7617;0.32934;1.3729;;;;
1886;308.21774;309.22502;510.85;;;1886_309.22502_510.85;0.75278;0.025636;0.3564;;;;
1604;181.95258;182.95986;61.23;;;1604_182.95986_61.23;0.7524;0.17006;0.5357;;;;
72;777.82338;778.83065;6.82;;;72_778.83065_6.82;0.74796;0.025198;1.3709;;;;
2147;279.25496;280.26224;1092.33;;;2147_280.26224_1092.33;0.7448;0.12226;0.27485;-129.0420368;C18H33NO;null;PubChem:(106290702)
1408;1150.75492;576.38474;1308.71;;;1408_576.38474_1308.71;0.74294;0.21095;1.5809;;;;
1678;185.10088;186.10815;70.95;;;1678_186.10815_70.95;0.74067;0.52482;1.0721;;;;
2084;222.08589;223.09317;990.67;;;2084_223.09317_990.67;0.73431;1.3394;0.5311;;;;
1603;201.96174;202.96935;61.45;;;1603_202.96935_61.45;0.73103;0.26699;0.45738;;;;
1611;184.9504;185.95768;66.68;;;1611_185.95768_66.68;0.71771;2.9619;0.16165;;;;
2180;255.2551;256.26355;1129.93;;;2180_256.26355_1129.93;0.71507;0.012942;0.25747;-38.7939987;C16H33NO;Amide 16;HMDB:(12273).PubChem class - food.SuperNatural:(SN00273163).additional.MeSH:(69421).PubMed.NORMAN:(NS00014846).COCONUT:(CNP0243925).KNApSAcK:(37269).Natural Products:(UNPD146161).PubChem:(69421 87611917).YMDB Mine.CHEBI:(74475).PubChem class - bio and metabolites.EcoCyc Mine.PubChem class - safety and toxic.Training Set.Biocyc:(CPD6666-3).KEGG Mine
2034;295.24867;296.25595;912.22;;;2034_296.25595_912.22;0.70139;0.18834;0.24797;-45.6335216;C18H33NO2;(9E,12E)-18-aminooctadeca-9,12-dienoic acid;PubChem:(19017951 53972058 87215019)
2315;385.22697;386.23425;1234.67;;;2315_386.23425_1234.67;0.69979;0.50039;0.10582;;;;
1027;183.15948;184.16676;1079.04;;;1027_184.16676_1079.04;0.69769;0.33466;0.34128;;;;
1213;284.28868;285.29595;1233.02;;;1213_285.29595_1233.02;0.6941;0.062477;0.18848;;;;
1760;217.12804;218.13531;103.75;;;1760_218.13531_103.75;0.6839;0.20377;1.3586;-335.4555561;C11H15BN2O2;null;PubChem:(90368427)
1024;167.12912;168.1364;1078.84;;;1024_168.1364_1078.84;0.67182;0.47673;0.18898;;;;
1487;745.51482;746.52209;1331.9;;;1487_746.52209_1331.9;0.65891;0.83078;0.50383;;;;
771;162.06682;163.0741;651.04;2,3,4,5-Tetrahydro-1-benzoxepin-3-one;;771_163.0741_651.04;0.6586;0.72502;0.34666;;;;
1680;187.11718;170.11511;71.61;;;1680_170.11511_71.61;0.65719;0.34911;1.608;;;;
2044;295.24852;296.25585;934.48;;;2044_296.25585_934.48;0.6517;0.023449;1.7748;-75.64354432;C18H33NO2;null;PubChem:(89612168)
1606;240.99181;241.99908;60.98;;;1606_241.99908_60.98;0.64971;0.07338;0.55827;-156.4364013;C7H8BBrN2O2;null;PubChem:(133634773)
150;741.82637;742.83365;7.12;;;150_742.83365_7.12;0.64686;0.01232;0.92073;;;;
1977;325.99826;327.00601;777.72;Tris(1-chloro-2-propyl)phosphate;;1977_327.00601_777.72;0.64171;0.054824;0.19169;;;;
1655;153.04911;154.05639;69.98;;Very small peak not fragmented;1655_154.05639_69.98;0.64155;4.351;1.7555;;;;
1715;171.96698;172.97425;80.43;;;1715_172.97425_80.43;0.64033;0.69711;0.59912;;;;
1018;209.17458;210.18185;1078.78;;;1018_210.18185_1078.78;0.63554;0.09673;0.60761;;;;
1724;179.09166;180.09894;89.64;;Salsolinol (Tetrahydroisoquinoline alkaloid);1724_180.09894_89.64;0.63009;3.7431;0.95516;;;;
2008;279.25367;280.26095;877.99;;;2008_280.26095_877.99;0.62588;1.5386;0.42212;-104.885873;C18H33NO;null;PubChem:(90464541)
1601;217.97404;218.98167;61.22;;;1601_218.98167_61.22;0.62398;0.31749;0.6769;-210.0427716;C5H3N2O6P;null;PubChem:(90011276)
1689;230.15952;231.1668;71.99;;Isoleucylvaline or Leucylvaline (Ile-Val or Leu-Val);1689_231.1668_71.99;0.61582;1.9379;3.9814;;;;
2120;253.23797;254.24524;1060;;;2120_254.24524_1060;0.61492;0.46836;0.28924;-141.183254;C15H32BP;null;PubChem:(89774429)
1025;197.17433;198.18161;1078.84;;;1025_198.18161_1078.84;0.61212;0.14923;0.22244;;;;
1614;139.02868;162.01821;67.68;;;1614_162.01821_67.68;0.60758;0.2507;1.4243;;;;
1868;250.1754;273.16476;442.34;;;1868_273.16476_442.34;0.60537;0.48425;0.031178;;;;
1333;1415.91708;708.96582;1292.64;;;1333_708.96582_1292.64;0.60267;0.58943;0.12079;;;;
2259;172.12263;173.1299;1196.87;;;2259_173.1299_1196.87;0.59928;0.46692;0.68863;;;;
2309;358.30537;341.30176;1232.62;;;2309_341.30176_1232.62;0.59665;1.0031;1.0904;-305.7909539;C17H38N6O2;null;PubChem:(46868078)
1159;1293.86942;647.94199;1204.51;;;1159_647.94199_1204.51;0.58588;0.76498;0.067205;;;;
1013;223.19086;224.19814;1078.62;;;1013_224.19814_1078.62;0.58146;0.23212;0.4585;;;;
1185;1122.72425;562.3694;1216.99;;;1185_562.3694_1216.99;0.57875;0.26521;0.89396;;;;
1364;1304.87538;653.44497;1298.28;;;1364_653.44497_1298.28;0.57446;0.61537;0.3011;;;;
1974;310.17572;311.18326;765.89;;;1974_311.18326_765.89;0.57072;0.18422;0.024923;-122.7570454;C13H22N6O3;Oprea1_833055;PubChem:(5172152)
933;325.36816;326.37544;978.14;;;933_326.37544_978.14;0.56941;0.73001;0.0012915;;;;
1806;185.94639;186.95366;201.85;;;1806_186.95366_201.85;0.56818;1.2909;2.1431;;;;
1713;200.07704;201.08432;75.17;;;1713_201.08432_75.17;0.56716;1.1933;0.54581;;;;
1142;1386.87991;694.44723;1198.07;;;1142_694.44723_1198.07;0.56349;0.90556;0.32954;;;;
1197;1056.71243;529.36349;1220.94;;;1197_529.36349_1220.94;0.56255;0.8737;0.91127;;;;
1187;1117.75995;559.88725;1217.32;;;1187_559.88725_1217.32;0.55481;0.80455;0.76381;;;;
1876;188.10184;189.10912;479.4;;;1876_189.10912_479.4;0.55191;0.15453;0.33645;;;;
1887;330.19889;331.20616;511.23;;;1887_331.20616_511.23;0.55184;0.21157;1.2464;-114.3905532;C17H31O4P;null;PubChem:(129724687)
1210;266.25871;267.26598;1232.6;;;1210_267.26598_1232.6;0.55032;0.36842;0.77002;;;;
201;921.77625;922.78352;7.24;;;201_922.78352_7.24;0.54959;0.61139;0.55791;;;;
1081;505.34063;506.34791;1148.51;SL 14:1;;1081_506.34791_1148.51;0.54858;0.66104;0.58199;;;;
1978;327.99507;329.00262;778.27;;;1978_329.00262_778.27;0.54649;0.34404;0.20429;-260.1616294;C7H12N4O5S3;null;PubChem:(114814490)
2124;274.24817;275.25545;1064.08;;;2124_275.25545_1064.08;0.54524;0.51677;0.48135;;;;
1022;195.15942;196.16669;1078.83;;;1022_196.16669_1078.83;0.54435;0.047216;0.61529;;;;
1649;199.11431;200.11988;71.6;;;1649_200.11988_71.6;0.54099;1.6055;1.7121;-253.8690272;C6H13BN4O3;null;PubChem:(57896312)
1337;735.45858;736.46586;1293.25;;;1337_736.46586_1293.25;0.53974;0.38518;0.15817;-498.5128532;C46H61N3O5;null;PubChem:(70460670 70460676)
2470;228.12907;229.13634;1322.86;;;2470_229.13634_1322.86;0.53779;0.1001;0.73669;-299.1231949;C8H16BN3O4;null;PubChem:(74765779).PubMed
1189;780.42277;781.43004;1217.89;;;1189_781.43004_1217.89;0.53696;1.0172;0.17809;-364.4883552;C48H60O9;null;PubChem:(89290710)
744;213.13885;214.14612;618.58;;;744_214.14612_618.58;0.53537;0.4193;0.22004;;;;
1261;502.35817;503.36545;1259.49;;;1261_503.36545_1259.49;0.52428;0.33898;0.71008;;;;
858;329.9922;330.99948;777.65;;;858_330.99948_777.65;0.52226;0.41696;0.19543;-227.0587959;C9H7ClN6O4S;null;PubChem:(108139279)
942;160.08734;161.09462;992.72;;;942_161.09462_992.72;0.52137;0.52041;0.12325;;;;
2258;225.1698;226.17744;1196.72;;;2258_226.17744_1196.72;0.5192;0.84405;0.49013;;;;
712;211.15364;212.16092;577.63;;;712_212.16092_577.63;0.51899;0.53736;0.13687;;;;
1956;270.17871;271.18599;706.37;;;1956_271.18599_706.37;0.5126;0.076704;0.28786;-265.8435986;C11H22N6O2;null;PubChem:(67808526)
1303;323.31564;324.32291;1287.37;;;1303_324.32291_1287.37;0.51051;0.59689;0.011505;;;;
1062;680.44223;681.4495;1135.36;;;1062_681.4495_1135.36;0.50281;0.31291;0.46478;;;;
1026;141.1129;142.12018;1078.92;;;1026_142.12018_1078.92;0.49902;1.1724;0.057378;;;;
1456;487.82452;488.83179;1319.81;;;1456_488.83179_1319.81;0.49641;0.46703;0.11824;;;;
1016;155.12885;156.13612;1078.67;;;1016_156.13612_1078.67;0.48176;0.14142;0.3114;;;;
1059;256.25619;257.26346;1131.3;;;1059_257.26346_1131.3;0.4774;0.19497;0.73138;;;;
1167;1249.84171;625.92813;1208.09;;;1167_625.92813_1208.09;0.47015;0.79055;0.018266;;;;
1143;1381.91614;691.96535;1198.2;;;1143_691.96535_1198.2;0.46932;1.5577;1.4406;;;;
2190;330.27428;313.2712;1138.91;;;2190_313.2712_1138.91;0.46718;0.93661;1.1988;;;;
2373;507.35768;508.36496;1278.8;;;2373_508.36496_1278.8;0.46307;1.3387;0.16719;;;;
857;251.98835;252.99562;777.58;;;857_252.99562_777.58;0.46053;0.15782;0.50605;;;;
1196;1079.70103;540.85779;1220.82;;;1196_540.85779_1220.82;0.46015;0.045647;1.1665;;;;
913;208.14217;209.14945;926.21;;;913_209.14945_926.21;0.45937;0.55347;0.1641;;;;
1217;880.6036;881.61088;1233.77;;;1217_881.61088_1233.77;0.45826;0.63035;0.073519;;;;
2404;166.02496;149.02163;1297.3;;;2404_149.02163_1297.3;0.45652;0.043596;1.1772;;;;
212;1049.77375;1050.78102;7.25;;;212_1050.78102_7.25;0.45359;0.50177;1.7362;;;;
2202;548.36388;549.37115;1145.7;;;2202_549.37115_1145.7;0.45171;0.64167;0.14584;;;;
407;175.08188;176.08916;95.36;;;407_176.08916_95.36;0.4506;1.5226;1.9792;;;;
2267;256.23776;257.24565;1198.44;Synthalin;;2267_257.24565_1198.44;0.45016;1.4481;0.69771;;;;
109;1404.71319;703.36387;6.97;;;109_703.36387_6.97;0.44782;0.27202;2.1509;;;;
1070;238.22673;239.23401;1138.83;;;1070_239.23401_1138.83;0.44642;0.98515;0.88126;;;;
1849;187.0611;188.06838;303.97;;Imidazole derivative. Hydroxymetronidazole ?;1849_188.06838_303.97;0.44268;1.4444;3.5465;-212.4103189;C8H11O5;null;PubChem:(101973322)
1194;1078.69591;540.35523;1220.5;;;1194_540.35523_1220.5;0.44245;0.36491;1.095;;;;
662;232.06863;233.07591;515.98;Kifunensine;;662_233.07591_515.98;0.44088;0.001704;0.69576;;;;
1248;660.47401;661.48128;1250.2;;;1248_661.48128_1250.2;0.43573;0.49236;0.38636;-359.6104893;C33H60BN7O6;null;PubChem:(10349418 136196558 135448925).PubMed
2279;243.18106;244.18833;1210.1;;;2279_244.18833_1210.1;0.43556;0.046187;0.05338;-279.5169208;C9H21N7O;2-[4-[(diaminomethylideneamino)-ethylamino]-5-oxopentyl]guanidine;PubChem:(18629980 54260147)
161;703.85704;704.86432;7.14;;;161_704.86432_7.14;0.43337;0.21625;0.27384;;;;
2344;485.37192;486.3792;1261.34;;;2344_486.3792_1261.34;0.43336;0.26337;0.42724;;;;
1246;705.50442;706.5117;1246.95;;;1246_706.5117_1246.95;0.43043;0.17977;0.18913;;;;
1356;278.14994;279.15722;1297.26;Dibutyl phthalate;;1356_279.15722_1297.26;0.42959;0.47488;1.2424;;;;
2092;326.18558;327.19363;999.79;MMV689480;;2092_327.19363_999.79;0.42928;0.006306;0.33339;-173.5330655;C21H26O3;null;PubChem:(44195180)
1193;1073.73723;537.87589;1220.08;;;1193_537.87589_1220.08;0.42865;0.36031;0.86002;;;;
1028;150.13835;151.14562;1079.09;;;1028_151.14562_1079.09;0.42549;0.47033;0.09739;;;;
2489;337.33254;338.33982;1330.12;Erucamide;Erucamide/Erucylamide;2489_338.33982_1330.12;0.42356;0.60112;0.6689;-3.569055589;C22H43NO;Erucylamide;PubChem class - food.Maconda:(CON00035).additional.HSDB:(112-84-5).MeSH:(8214 5365371).PubMed.NORMAN:(NS00010726).COCONUT:(CNP0107414).Natural Products:(UNPD40452).PubChem:(8214 5365369 5365371).CHEBI:(142245).PubChem class - bio and metabolites.PubChem class - safety and toxic.Training Set.KEGG Mine
1106;416.2855;417.29278;1151.48;;;1106_417.29278_1151.48;0.42166;0.64274;0.62616;;;;
1099;563.54656;564.55384;1150.78;;;1099_564.55384_1150.78;0.41885;0.20574;0.54829;-229.1017188;C40H69N;null;PubChem:(101819064)
2307;264.1331;265.14037;1231.87;;;2307_265.14037_1231.87;0.41761;0.11079;0.59377;-359.270647;C13H17BFNO3;null;PubChem:(75486241)
1324;734.45445;735.46173;1290.99;;;1324_735.46173_1290.99;0.41416;0.27867;0.20966;-393.5869478;C48H62O6;null;COCONUT:(CNP0409978)
123;809.81253;810.81981;7.02;;;123_810.81981_7.02;0.41411;0.38582;0.82231;;;;
20;440.28669;441.29397;6.23;;;20_441.29397_6.23;0.413;0.5026;0.2138;;;;
215;779.81293;780.82021;7.25;;;215_780.82021_7.25;0.41293;0.69887;1.5758;;;;
1473;707.15761;708.16489;1325.3;;;1473_708.16489_1325.3;0.41152;1.1361;0.31382;;;;
1250;661.47819;662.48547;1250.62;;;1250_662.48547_1250.62;0.41118;0.57741;0.14792;;;;
1049;535.3954;536.40268;1117.95;;;1049_536.40268_1117.95;0.41117;0.50181;0.55097;-236.2717571;C30H53N3O5;null;PubChem:(91520124)
1021;178.16865;179.17593;1078.79;;;1021_179.17593_1078.79;0.41046;0.087335;0.19092;;;;
366;150.02585;151.03313;60.77;;;366_151.03313_60.77;0.40947;0.006041;0.37707;;;;
999;242.24118;243.24846;1057.98;;;999_243.24846_1057.98;0.40782;0.32086;0.14423;;;;
1245;704.50033;705.50761;1246.95;;;1245_705.50761_1246.95;0.40715;0.40073;0.35956;;;;
1850;246.13467;247.14195;304.15;Hypaphorine;;1850_247.14195_304.15;0.39942;1.3502;2.5636;-240.0239416;C9H16BF2N3O2;2-(1-azido-3,3-difluoropropyl)-4,4,5,5-tetramethyl-1,3,2-dioxaborolane;PubChem:(11357048)
1260;260.12769;261.13496;1258.21;;;1260_261.13496_1258.21;0.39793;0.43102;0.7598;;;;
909;242.12446;243.13173;909.09;N-[5-(2,5-Dioxopyrrolidin-1-yl)pentyl]-N-hydroxyacetamide;;909_243.13173_909.09;0.39553;0.648;0.36584;;;;
1632;156.01537;179.00245;69.58;;;1632_179.00245_69.58;0.39523;0.6989;2.3147;-123.3040723;C6H6NO2S;null;PubChem:(57417911)
2152;250.22679;251.23434;1099.34;;;2152_251.23434_1099.34;0.39136;0.51272;0.30436;;;;
1012;160.1236;161.13088;1078.56;;;1012_161.13088_1078.56;0.39088;0.63866;0.63259;;;;
2568;646.4395;647.44677;1360.36;;;2568_647.44677_1360.36;0.39065;0.44309;0.40322;-182.9738563;C45H58O3;null;PubChem:(101580933)
844;176.0451;177.05237;746.01;;;844_177.05237_746.01;0.389;0.3821;0.10232;;;;
2381;550.37793;551.38521;1282.94;;;2381_551.38521_1282.94;0.38669;0.79898;0.15742;;;;
821;227.18555;228.19283;700.92;;;821_228.19283_700.92;0.38326;0.20448;0.11616;;;;
1215;746.46881;747.47609;1233.39;;;1215_747.47609_1233.39;0.38325;0.5969;0.16257;;;;
1580;166.9543;149.95084;12.81;;;1580_149.95084_12.81;0.38194;0.48554;0.04819;;;;
2213;562.54425;563.55152;1150.38;;;2213_563.55152_1150.38;0.38154;0.070062;0.10532;-168.5244394;C32H66N8;null;PubChem:(76329148)
1393;1239.81027;620.91241;1303.48;;;1393_620.91241_1303.48;0.37939;0.83126;0.82008;;;;
516;169.10775;170.11503;390.36;;;516_170.11503_390.36;0.37867;0.53348;0.7252;;;;
1640;139.029;140.03628;69.5;;;1640_140.03628_69.5;0.37847;0.37987;1.6089;;;;
1054;310.24632;311.2536;1121.95;;;1054_311.2536_1121.95;0.37719;0.48188;0.48248;;;;
731;238.08004;239.08731;607.1;;;731_239.08731_607.1;0.37435;0.21776;0.10705;;;;
359;237.89794;238.90522;10.99;;;359_238.90522_10.99;0.37372;0.25952;0.28891;;;;
1263;632.13842;633.1457;1263.77;;;1263_633.1457_1263.77;0.37176;1.3401;0.14837;;;;
24;392.29265;393.29993;6.24;Hyodeoxycholic acid;;24_393.29993_6.24;0.36938;0.84747;0.26238;;;;
157;909.80254;910.80981;7.13;;;157_910.80981_7.13;0.36886;0.031412;0.11953;;;;
1154;1342.85566;672.43511;1201.39;;;1154_672.43511_1201.39;0.36801;0.53286;0.23937;;;;
611;158.05726;159.06454;468.56;;;611_159.06454_468.56;0.36579;0.79257;0.66113;;;;
2208;152.11764;135.11427;1151;;;2208_135.11427_1151;0.36321;0.00777;0.53492;;;;
144;878.80122;879.8085;7.08;;;144_879.8085_7.08;0.36077;0.13536;0.33947;;;;
1928;208.14217;209.14945;625.24;;;1928_209.14945_625.24;0.35533;0.88074;0.014889;;;;
160;707.82977;708.83705;7.14;;;160_708.83705_7.14;0.35218;0.64514;0.026594;;;;
1233;748.5259;749.53318;1243.69;;;1233_749.53318_1243.69;0.351;0.11222;0.21062;;;;
1479;320.30556;321.31284;1330.01;;;1479_321.31284_1330.01;0.35047;0.97056;0.32956;;;;
1019;164.15449;165.16176;1078.78;;;1019_165.16176_1078.78;0.35024;0.18876;0.046014;;;;
922;248.17582;249.1831;938.41;;;922_249.1831_938.41;0.34976;0.19984;0.087723;-89.41767853;C12H20N6;null;PubChem:(90158888)
48;260.1212;261.12847;6.54;2,5-Dimethyl-3,4-diphenyl-2,4-cyclopentadien-1-one;;48_261.12847_6.54;0.34934;0.57281;0.069424;;;;
108;775.81755;776.82483;6.97;;;108_776.82483_6.97;0.34835;0.18429;0.26676;;;;
243;1115.75993;1116.7672;7.31;;;243_1116.7672_7.31;0.34617;0.35594;0.12959;;;;
834;178.09658;179.10386;720.97;;;834_179.10386_720.97;0.34604;0.44136;0.93134;;;;
52;473.9293;474.93657;6.58;;;52_474.93657_6.58;0.34335;0.28122;0.52684;;;;
1218;881.60898;882.61625;1234.05;;;1218_882.61625_1234.05;0.34268;0.52821;0.47941;;;;
40;541.91689;542.92417;6.41;;;40_542.92417_6.41;0.3402;0.14739;0.16727;;;;
2085;278.14986;279.15714;991.19;Dibutyl phthalate;;2085_279.15714_991.19;0.33797;0.13102;0.039743;;;;
1698;173.1056;174.11287;71.3;N-Acetyl-D-norleucine;;1698_174.11287_71.3;0.33692;2.3893;0.67877;-171.4220954;C6H13N4O2;null;PubChem:(57450927)
811;222.12264;223.12992;687.84;;;811_223.12992_687.84;0.33651;0.68565;0.62874;-301.9899092;C11H15BFNO2;null;PubChem:(61533906)
2193;592.39107;593.39834;1142.55;;;2193_593.39834_1142.55;0.33457;0.65527;0.048645;;;;
1779;165.07708;166.08435;140.44;;;1779_166.08435_140.44;0.33391;0.81336;0.89662;;;;
318;1249.74376;1250.75104;7.48;;;318_1250.75104_7.48;0.33317;0.60999;0.18967;;;;
11;384.36779;385.37507;6.14;;;11_385.37507_6.14;0.33264;0.5254;0.074238;;;;
73;635.87028;636.87756;6.83;;;73_636.87756_6.83;0.33259;0.37239;0.028898;;;;
1569;995.80518;996.81245;6.93;;;1569_996.81245_6.93;0.33182;0.24744;0.21537;;;;
230;853.79052;854.79779;7.28;;;230_854.79779_7.28;0.33004;0.000107;0.17034;;;;
1255;616.44978;617.45706;1253.47;;;1255_617.45706_1253.47;0.3292;0.62244;0.17941;;;;
117;447.85409;448.86137;7;;;117_448.86137_7;0.32917;0.21194;0.32029;;;;
1010;558.50795;559.51523;1078.49;;;1010_559.51523_1078.49;0.32845;0.39657;0.25623;-202.4540164;C27H62N10O2;null;PubChem:(9850745)
58;405.94179;406.94907;6.72;;;58_406.94907_6.72;0.32762;0.35912;0.19464;;;;
1416;1107.7328;554.87368;1311.2;;;1416_554.87368_1311.2;0.32728;0.9455;0.93009;;;;
2090;204.07552;205.0828;994.47;;;2090_205.0828_994.47;0.32495;0.28551;0.082692;-76.50966382;C7H12N2O5;null;PubChem:(60657331)
2308;362.242;385.23096;1234.07;;;2308_385.23096_1234.07;0.32349;0.65953;0.22009;;;;
1092;225.2057;226.21297;1150.54;;;1092_226.21297_1150.54;0.32267;0.042831;0.39685;;;;
1179;1166.75019;584.38237;1214.25;;;1179_584.38237_1214.25;0.32144;0.23692;0.26596;;;;
2201;526.38034;527.38762;1143.8;;;2201_527.38762_1143.8;0.32043;0.19191;0.1009;;;;
354;313.87703;314.88431;8.55;;;354_314.88431_8.55;0.32025;0.17834;0.054234;;;;
1467;609.17239;610.17967;1323.38;;;1467_610.17967_1323.38;0.31993;0.46026;0.11842;;;;
1438;1018.673;510.34378;1316.75;;;1438_510.34378_1316.75;0.31979;0.7096;0.66212;;;;
1546;695.83643;718.82513;6.89;;;1546_718.82513_6.89;0.31918;0.14272;0.22388;;;;
148;227.94594;228.95321;7.11;;;148_228.95321_7.11;0.31894;0.44185;0.19383;;;;
1254;611.4919;612.49918;1253.12;;;1254_612.49918_1253.12;0.31803;0.42875;0.82639;;;;
2342;376.25784;377.26511;1258.79;;;2342_377.26511_1258.79;0.31616;0.41817;0.034068;;;;
827;254.14979;255.15706;708.47;;;827_255.15706_708.47;0.316;0.072078;0.078095;-163.6849005;C9H22N2O6;2-[2-[bis(2,2-dihydroxyethyl)amino]ethyl-methylamino]ethane-1,1-diol;PubChem:(5257113)
1414;1151.75967;576.88711;1309.36;;;1414_576.88711_1309.36;0.31555;0.7186;0.50197;;;;
1101;282.27622;283.2835;1150.83;;;1101_283.2835_1150.83;0.313;0.007544;0.30611;-74.12685497;C16H34N4;Hexadecanediimidamide;PubChem:(116209)
1223;792.55272;793.56;1240.39;;;1223_793.56_1240.39;0.31199;0.30753;0.25059;;;;
251;979.78294;980.79022;7.32;;;251_980.79022_7.32;0.31146;0.31933;0.049272;;;;
2203;504.33785;505.34513;1148.11;;;2203_505.34513_1148.11;0.31124;0.68127;0.159;;;;
195;928.48098;929.48826;7.23;;;195_929.48826_7.23;0.31109;0.14912;0.1734;;;;
856;249.99043;250.99771;777.39;;;856_250.99771_777.39;0.31075;0.10798;0.24063;-112.8715;C6H13Cl2O4P;Phosphonic acid, (1-hydroxyethyl)-, bis(2-chloroethyl) ester;PubChem:(23412650)
863;194.11304;195.12031;789.54;;;863_195.12031_789.54;0.31034;0.083844;0.26671;;;;
28;283.3229;284.33017;6.25;;;28_284.33017_6.25;0.30953;0.37006;0.1885;;;;
1561;927.8193;928.82658;7.09;HexCer 22:0;;1561_928.82658_7.09;0.30828;0.51686;0.81752;;;;
2013;702.33824;685.33428;884.07;;;2013_685.33428_884.07;0.3081;0.45416;2.1687;-300.8615737;C42H46N4O6;4-(2-methylpropoxy)-N-[3-[2-[[2-[[4-(2-methylpropoxy)benzoyl]amino]-3-phenylprop-2-enoyl]amino]ethylamino]-3-oxo-1-phenylprop-1-en-2-yl]benzamide;COCONUT:(CNP0362083).Training Set.PubChem:(3496717 5843358 6514299).SuperNatural:(SN00099558)
881;264.17037;265.17765;832.15;;;881_265.17765_832.15;0.30695;0.22886;0.0015148;-110.1533698;C16H20B2O2;null;PubChem:(67394218)
610;240.05915;241.06643;468.53;2-(4-Fluorophenyl)-4H-chromen-4-one;;610_241.06643_468.53;0.30581;0.90718;0.26889;;;;
204;855.77901;856.78628;7.24;;;204_856.78628_7.24;0.30352;0.32939;0.30168;;;;
1093;460.31143;461.31871;1150.66;Eicosapentaenoylserotonin;;1093_461.31871_1150.66;0.30335;0.75602;0.25665;;;;
1532;390.27539;413.2633;6.31;Di-N-octyl phthalate;;1532_413.2633_6.31;0.3031;0.21318;0.11051;;;;
1374;1261.85278;631.93366;1300.66;;;1374_631.93366_1300.66;0.30194;0.078944;0.97325;;;;
954;277.23851;278.24578;1015.91;;;954_278.24578_1015.91;0.30017;0.32311;0.45495;-129.4896658;C18H31NO;null;PubChem:(115847008)
